Date;Number 1;Number 2;Number 3;Number 4;Number 5;Number 6
22/05/1982;18;19;20;30;32;37
15/05/1982;14;16;25;32;39;40
08/05/1982;2;3;16;17;27;37
01/05/1982;16;25;35;36;38;40
24/04/1982;7;9;12;16;23;28
17/04/1982;9;12;31;32;37;38
10/04/1982;5;8;14;23;31;33
03/04/1982;3;12;21;31;37;40
27/03/1982;9;10;27;31;34;37
20/03/1982;7;17;29;30;31;37
13/03/1982;4;8;17;24;28;39
06/03/1982;3;4;25;26;34;36
27/02/1982;3;7;14;23;33;38
20/02/1982;10;20;21;31;35;36
13/02/1982;5;19;23;24;31;32
06/02/1982;1;11;15;19;29;39
30/01/1982;5;7;8;24;25;34
23/01/1982;8;23;25;27;31;39
16/01/1982;4;5;20;24;25;32
09/01/1982;2;5;12;18;20;24
02/01/1982;11;12;18;24;28;36
26/12/1981;4;6;8;23;24;28
19/12/1981;8;24;28;34;36;37
12/12/1981;5;32;33;34;36;38
05/12/1981;4;5;12;14;28;38
28/11/1981;11;16;18;27;33;39
21/11/1981;7;17;20;27;30;32
14/11/1981;7;10;11;16;39;40
07/11/1981;16;20;25;31;34;39
31/10/1981;5;11;14;18;29;37
24/10/1981;5;8;18;21;22;36
17/10/1981;5;17;25;30;31;32
10/10/1981;4;12;13;26;29;37
03/10/1981;8;10;12;22;24;34
26/09/1981;1;3;4;9;13;31
19/09/1981;9;13;24;27;29;31
12/09/1981;12;15;24;25;27;32
05/09/1981;12;19;23;24;28;30
29/08/1981;1;18;28;30;32;35
22/08/1981;8;9;16;18;26;30
15/08/1981;1;5;12;25;27;28
08/08/1981;12;17;29;34;38;40
01/08/1981;12;17;21;23;29;38
25/07/1981;6;11;20;25;29;33
18/07/1981;2;12;26;30;33;40
11/07/1981;1;21;23;24;26;31
04/07/1981;14;15;21;22;31;38
27/06/1981;11;13;21;25;32;35
20/06/1981;6;14;18;26;35;37
13/06/1981;1;24;26;31;35;39
06/06/1981;2;19;20;23;25;28
30/05/1981;8;15;16;19;20;23
23/05/1981;2;7;9;21;25;36
16/05/1981;10;16;20;26;34;36
09/05/1981;4;9;18;28;31;34
02/05/1981;3;5;12;31;32;40
25/04/1981;4;5;12;14;17;29
18/04/1981;4;10;23;24;38;39
11/04/1981;2;7;9;20;29;32
04/04/1981;13;14;17;18;25;36
28/03/1981;5;11;18;22;23;34
21/03/1981;3;10;17;24;26;33
14/03/1981;13;14;16;19;31;36
07/03/1981;2;16;24;27;38;39
28/02/1981;15;27;28;31;35;39
21/02/1981;11;18;23;29;38;39
14/02/1981;9;15;17;20;27;32
07/02/1981;7;8;10;18;31;33
31/01/1981;6;19;20;21;22;37
24/01/1981;6;12;19;26;39;40
17/01/1981;5;8;13;18;31;40
10/01/1981;15;16;22;34;37;40
03/01/1981;12;14;23;30;32;39
27/12/1980;14;21;22;26;38;39
20/12/1980;4;5;6;7;25;26
13/12/1980;2;11;18;23;24;26
06/12/1980;3;4;32;35;36;39
29/11/1980;3;9;10;25;28;31
22/11/1980;4;14;15;16;23;40
15/11/1980;6;12;13;20;22;31
08/11/1980;2;5;23;30;33;37
01/11/1980;8;9;16;21;33;38
25/10/1980;3;6;12;20;26;37
18/10/1980;3;5;8;10;13;20
11/10/1980;5;7;16;20;23;33
04/10/1980;3;4;9;26;27;33
27/09/1980;21;25;26;28;31;35
20/09/1980;11;16;19;24;32;33
13/09/1980;2;6;14;21;24;33
06/09/1980;11;14;15;16;24;38
30/08/1980;5;7;12;24;27;35
23/08/1980;11;12;13;14;26;28
16/08/1980;5;8;15;27;32;34
09/08/1980;3;4;27;33;34;37
02/08/1980;4;8;9;20;30;37
26/07/1980;8;12;14;15;34;40
19/07/1980;1;2;9;12;13;35
12/07/1980;2;12;14;15;27;36
05/07/1980;15;16;20;23;32;36
28/06/1980;7;10;14;33;39;40
21/06/1980;3;18;23;25;37;39
14/06/1980;6;7;10;12;15;18
07/06/1980;3;7;20;33;35;36
31/05/1980;4;13;14;18;20;31
24/05/1980;4;5;11;15;17;36
17/05/1980;1;15;27;28;31;39
10/05/1980;2;4;13;18;24;34
03/05/1980;6;14;25;27;30;36
26/04/1980;6;12;14;21;23;25
19/04/1980;4;13;17;21;31;35
12/04/1980;10;13;15;29;32;38
05/04/1980;6;9;11;17;18;24
29/03/1980;8;22;31;36;37;40
22/03/1980;2;8;20;21;33;40
15/03/1980;13;19;23;24;25;34
08/03/1980;12;14;20;24;32;35
01/03/1980;4;15;26;31;37;39
23/02/1980;4;6;22;33;39;40
16/02/1980;5;6;19;24;34;36
09/02/1980;7;17;23;28;29;33
02/02/1980;7;20;21;28;36;38
26/01/1980;2;10;13;15;17;18
19/01/1980;15;26;27;30;32;39
12/01/1980;4;5;12;22;26;33
05/01/1980;6;14;16;17;18;24
29/12/1979;3;20;22;28;29;36
22/12/1979;10;15;16;21;31;35
15/12/1979;5;6;10;16;22;27
08/12/1979;2;18;19;23;36;37
01/12/1979;7;10;12;14;19;25
24/11/1979;3;11;18;23;32;35
17/11/1979;18;24;30;31;36;40
10/11/1979;3;13;15;23;29;30
03/11/1979;3;28;32;33;35;40
27/10/1979;9;10;19;20;21;23
20/10/1979;3;4;7;14;25;36
13/10/1979;3;6;10;13;15;27
06/10/1979;2;13;15;18;23;40
29/09/1979;1;3;8;17;20;39
22/09/1979;4;11;27;32;36;38
15/09/1979;1;3;12;13;20;33
08/09/1979;2;9;12;26;28;31
01/09/1979;13;17;22;26;31;38
25/08/1979;5;8;22;23;32;33
18/08/1979;6;14;17;22;23;27
11/08/1979;11;13;20;24;27;33
04/08/1979;4;16;21;22;27;33
28/07/1979;13;17;24;26;28;36
21/07/1979;4;6;7;8;10;16
14/07/1979;6;17;19;23;24;33
07/07/1979;7;14;15;18;25;32
30/06/1979;8;11;17;23;27;32
23/06/1979;10;11;18;25;37;38
16/06/1979;2;6;7;13;21;39
09/06/1979;7;8;9;17;24;28
02/06/1979;9;10;13;18;19;22
26/05/1979;1;2;11;31;35;39
19/05/1979;10;19;25;26;33;39
12/05/1979;7;15;18;25;27;39
05/05/1979;7;10;17;18;27;32
28/04/1979;1;2;10;13;35;37
21/04/1979;2;14;17;26;29;30
14/04/1979;7;14;23;31;34;37
07/04/1979;5;7;12;15;19;39
31/03/1979;2;7;8;29;32;36
24/03/1979;1;6;16;26;32;38
17/03/1979;13;16;17;19;20;28
10/03/1979;9;11;17;23;35;36
03/03/1979;14;19;26;27;36;37
24/02/1979;3;13;22;30;32;33
17/02/1979;1;3;4;28;33;40
10/02/1979;7;9;25;26;30;32
03/02/1979;2;3;7;12;27;37
27/01/1979;1;2;7;16;19;36
20/01/1979;1;3;5;26;28;35
13/01/1979;1;23;24;33;34;40
06/01/1979;1;15;20;28;31;33
30/12/1978;7;16;20;25;30;36
23/12/1978;5;10;14;18;26;29
16/12/1978;1;7;10;27;37;38
09/12/1978;5;7;14;27;39;40
02/12/1978;1;7;13;17;26;37
25/11/1978;5;7;9;25;32;38
18/11/1978;3;5;11;29;31;38
11/11/1978;11;12;23;29;33;39
04/11/1978;2;12;17;26;27;32
28/10/1978;10;15;29;32;36;37
21/10/1978;10;16;19;28;36;39
14/10/1978;1;17;21;22;38;40
07/10/1978;7;17;24;30;31;35
30/09/1978;7;13;15;16;29;40
23/09/1978;9;24;26;27;37;38
16/09/1978;11;12;16;17;19;23
09/09/1978;10;13;16;22;31;37
02/09/1978;5;18;19;24;32;35
26/08/1978;10;14;16;25;30;35
19/08/1978;5;18;20;22;36;40
12/08/1978;16;22;26;27;29;35
05/08/1978;8;15;20;26;35;39
29/07/1978;8;13;22;26;34;38
22/07/1978;2;12;23;36;38;40
15/07/1978;11;13;16;19;22;34
08/07/1978;5;7;10;19;22;31
01/07/1978;2;7;12;27;36;39
24/06/1978;6;19;23;26;28;37
17/06/1978;7;13;23;29;34;37
10/06/1978;4;16;18;22;26;35
03/06/1978;4;5;9;10;13;30
27/05/1978;6;12;20;25;30;35
20/05/1978;18;26;27;36;37;38
13/05/1978;20;24;28;30;32;39
06/05/1978;3;8;15;19;36;40
29/04/1978;12;16;24;27;34;38
22/04/1978;3;17;19;24;37;38
15/04/1978;3;11;20;28;33;35
08/04/1978;6;9;10;11;32;39
01/04/1978;3;9;17;21;28;39
25/03/1978;2;5;10;18;22;32
18/03/1978;5;9;10;24;28;31
11/03/1978;3;5;17;23;25;31
04/03/1978;8;10;18;25;32;33
25/02/1978;2;6;8;17;28;35
18/02/1978;3;5;6;8;17;18
11/02/1978;1;5;8;17;23;28
04/02/1978;6;17;30;31;35;37
